ISIN	NCB	ISSUER	Maturity Date	Coupon Rate	Legal Entity ID			
XS1177459531	ES	Enagás Financiaciones S.A.U.	6/02/2025	1,25	213800H2FQSU5E19V152			
XS1203859415	ES	Enagás Financiaciones S.A.U.	25/03/2023	1	213800H2FQSU5E19V152			
XS1403388694	ES	Enagás Financiaciones S.A.U.	5/05/2028	1,375	213800H2FQSU5E19V152			
XS1508831051	ES	Enagás Financiaciones S.A.U.	27/10/2026	0,75	213800H2FQSU5E19V152			
XS0207320242	DE	EnBW International Finance BV	16/01/2025	4,875	724500CNCIO1ZTJ0X675			
XS0399861086	DE	EnBW International Finance BV	20/11/2018	6,875	724500CNCIO1ZTJ0X675			
XS1074208270	DE	EnBW International Finance BV	4/06/2026	2,5	724500CNCIO1ZTJ0X675			
XS0177089298	IT	ENEL Finance Intl N.V.	29/09/2023	5,25	0YQH6LCEF474UTUV4B96			
XS0452187916	IT	ENEL Finance Intl N.V.	14/09/2022	5	0YQH6LCEF474UTUV4B96			
XS0647298883	IT	ENEL Finance Intl N.V.	12/07/2021	5	0YQH6LCEF474UTUV4B96			
XS0695401801	IT	ENEL Finance Intl N.V.	24/10/2018	5,75	0YQH6LCEF474UTUV4B96			
XS0827692269	IT	ENEL Finance Intl N.V.	11/03/2020	4,875	0YQH6LCEF474UTUV4B96			
XS0842659426	IT	ENEL Finance Intl N.V.	17/04/2023	4,875	0YQH6LCEF474UTUV4B96			
XS1176079843	IT	ENEL Finance Intl N.V.	27/01/2025	1,966	0YQH6LCEF474UTUV4B96			
XS1425966287	IT	ENEL Finance Intl N.V.	1/06/2026	1,375	0YQH6LCEF474UTUV4B96			
XS1550149204	IT	ENEL Finance Intl N.V.	16/09/2024	1	0YQH6LCEF474UTUV4B96			
XS0170343247	IT	ENEL S.p.A.	12/06/2018	4,75	WOCMU6HCI0OJWNPRZS33			
XS0192503695	IT	ENEL S.p.A.	20/05/2024	5,25	WOCMU6HCI0OJWNPRZS33			
XS0306646042	IT	ENEL S.p.A.	21/06/2027	5,625	WOCMU6HCI0OJWNPRZS33			
XS0213737702	FI	Energie AG Oberösterreich	4/03/2025	4,5	529900N8OA1GVSR5R946			
XS0737138460	BE	ENEXIS Holding NV	26/01/2022	3,375	7245009Q5867Q0YC9Q13			
XS0854400800	BE	ENEXIS Holding NV	13/11/2020	1,875	7245009Q5867Q0YC9Q13			
XS1307369717	BE	ENEXIS Holding NV	20/10/2023	1,5	7245009Q5867Q0YC9Q13			
XS1396367911	BE	ENEXIS Holding NV	28/04/2026	0,875	7245009Q5867Q0YC9Q13			
FR0010678185	FR	Engie S.A.	24/01/2019	6,875	LAXUQCHT4FH58LRZDY46			
FR0010709451	FR	Engie S.A.	18/01/2021	6,375	LAXUQCHT4FH58LRZDY46			
XS0331141332	IT	ENI S.p.A.	14/11/2017	4,75	BUCRF72VH5RBN7X3VL35			
XS0451457435	IT	ENI S.p.A.	16/09/2019	4,125	BUCRF72VH5RBN7X3VL35			
XS0521000975	IT	ENI S.p.A.	29/06/2020	4	BUCRF72VH5RBN7X3VL35			
XS0563739696	IT	ENI S.p.A.	29/01/2018	3,5	BUCRF72VH5RBN7X3VL35			
XS0741137029	IT	ENI S.p.A.	3/02/2020	4,25	BUCRF72VH5RBN7X3VL35			
XS0798555537	IT	ENI S.p.A.	27/06/2019	3,75	BUCRF72VH5RBN7X3VL35			
XS0951565091	IT	ENI S.p.A.	10/07/2023	3,25	BUCRF72VH5RBN7X3VL35			
XS0970852348	IT	ENI S.p.A.	12/09/2025	3,75	BUCRF72VH5RBN7X3VL35			
XS0996354956	IT	ENI S.p.A.	22/11/2021	2,625	BUCRF72VH5RBN7X3VL35			
XS1023703090	IT	ENI S.p.A.	29/01/2029	3,625	BUCRF72VH5RBN7X3VL35			
XS1180451657	IT	ENI S.p.A.	2/02/2026	1,5	BUCRF72VH5RBN7X3VL35			
XS1292988984	IT	ENI S.p.A.	18/01/2024	1,75	BUCRF72VH5RBN7X3VL35			
XS1412593185	IT	ENI S.p.A.	17/05/2022	0,75	BUCRF72VH5RBN7X3VL35			
XS1412711217	IT	ENI S.p.A.	17/05/2028	1,625	BUCRF72VH5RBN7X3VL35			
XS1493322355	IT	ENI S.p.A.	19/09/2024	0,625	BUCRF72VH5RBN7X3VL35			
XS1493328477	IT	ENI S.p.A.	19/09/2028	1,125	BUCRF72VH5RBN7X3VL35			
XS1551068676	IT	ENI S.p.A.	17/01/2027	1,5	BUCRF72VH5RBN7X3VL35			
XS0905658349	FI	Erdöl-Lagergesellschaft m.b.H.	20/03/2028	2,75	529900CZEOX7U3G4CG12			
XS1239586594	FI	ESB Finance DAC	8/06/2027	2,125	635400VCPRSU89DLMZ57			
XS1428782160	FI	ESB Finance DAC	14/06/2031	1,875	635400VCPRSU89DLMZ57			
XS1560853670	FI	ESB Finance DAC	7/02/2029	1,75	635400VCPRSU89DLMZ57			
XS0551935769	DE	Eurogrid GmbH	22/10/2020	3,875	967600Q53854Z2NBCC81			
XS1243251375	DE	Eurogrid GmbH	10/06/2025	1,875	967600Q53854Z2NBCC81			
XS1315101011	DE	Eurogrid GmbH	3/11/2023	1,625	967600Q53854Z2NBCC81			
XS1396285279	DE	Eurogrid GmbH	18/04/2028	1,5	967600Q53854Z2NBCC81			
FR0011339746	FR	Eutelsat S.A.	10/10/2022	3,125	549300MCOOY1V7P2PG30			
FR0011660596	FR	Eutelsat S.A.	13/01/2020	2,625	549300MCOOY1V7P2PG30			
FR0013184702	FR	Eutelsat S.A.	23/06/2021	1,125	549300MCOOY1V7P2PG30			
DE000A185QA5	DE	Evonik Finance B.V.	7/09/2024	0,375	529900V4EL3Z70ZS1Q16			
DE000A185QB3	DE	Evonik Finance B.V.	7/09/2028	0,75	529900V4EL3Z70ZS1Q16			
DE000A185QC1	DE	Evonik Finance B.V.	8/03/2021	0	529900V4EL3Z70ZS1Q16			
XS0911405784	DE	Evonik Industries AG	8/04/2020	1,875	41GUOJQTALQHLF39XJ34			
XS1170787797	DE	Evonik Industries AG	23/01/2023	1	41GUOJQTALQHLF39XJ34			
ES0205032008	ES	Ferrovial Emisiones, S.A.	15/07/2024	2,5	95980020140005209562			
ES0205032016	ES	Ferrovial Emisiones, S.A.	14/09/2022	0,375	95980020140005209562			
ES0205032024	ES	Ferrovial Emisiones, S.A.	31/03/2025	1,375	95980020140005209562			
XS1004118904	IT	Ferrovie dello Stato Ital.SpA	13/12/2021	3,5	549300J4SXC5ALCJM731			
XS0768448796	FI	Fingrid Oyj	3/04/2024	3,5	7437006ZZI1F7CUA5518			
FR0013170834	FR	Fonciere des Regions S.A.	20/05/2026	1,875	969500P8M3W2XX376054			
XS1554373164	FI	Fresenius Finance Ireland PLC	31/01/2022	0,875	549300GFSOR556BX2290			
XS1554373248	FI	Fresenius Finance Ireland PLC	30/01/2024	1,5	549300GFSOR556BX2290			
XS1554373677	FI	Fresenius Finance Ireland PLC	1/02/2027	2,125	549300GFSOR556BX2290			
XS1554373834	FI	Fresenius Finance Ireland PLC	30/01/2032	3	549300GFSOR556BX2290			
XS0436928872	ES	Gas Natural CM S.A.	9/07/2019	6,375	959800DJELPWX1LAT467			
XS0458749826	ES	Gas Natural CM S.A.	2/11/2021	5,125	959800DJELPWX1LAT467			
XS0479541699	ES	Gas Natural CM S.A.	26/01/2018	4,125	959800DJELPWX1LAT467			
XS0479542580	ES	Gas Natural CM S.A.	27/01/2020	4,5	959800DJELPWX1LAT467			
XS0627188468	ES	Gas Natural CM S.A.	24/05/2019	5,375	959800DJELPWX1LAT467			
XS0741942576	ES	Gas Natural CM S.A.	13/02/2018	5	959800DJELPWX1LAT467			
XS0829360923	ES	Gas Natural CM S.A.	27/01/2020	6	959800DJELPWX1LAT467			
XS1590568132	ES	Gas Natural CM S.A.	11/04/2024	1,125	959800DJELPWX1LAT467			
XS0875343757	ES	Gas Natural Fenosa Finance BV	17/01/2023	3,875	2138005FTXOJUBQ5J563			
XS0914400246	ES	Gas Natural Fenosa Finance BV	11/04/2022	3,875	2138005FTXOJUBQ5J563			
XS0981438582	ES	Gas Natural Fenosa Finance BV	15/04/2021	3,5	2138005FTXOJUBQ5J563			
XS1041934800	ES	Gas Natural Fenosa Finance BV	11/03/2024	2,875	2138005FTXOJUBQ5J563			
XS1170307414	ES	Gas Natural Fenosa Finance BV	21/01/2025	1,375	2138005FTXOJUBQ5J563			
XS1396767854	ES	Gas Natural Fenosa Finance BV	19/04/2026	1,25	2138005FTXOJUBQ5J563			
XS1401303976	ES	Gas Natural Fenosa Finance BV	25/04/2021	0,515	2138005FTXOJUBQ5J563			
XS1551446880	ES	Gas Natural Fenosa Finance BV	19/01/2027	1,375	2138005FTXOJUBQ5J563			
XS1529684695	FI	Gas Networks Ireland	5/12/2026	1,375	54930043FTE0M50CGG56			
XS1117297942	BE	Geberit International B.V.	30/03/2021	0,688	529900YYC7YKITTT8J48			
FR0000475758	FR	GIE ENGIE Alliance	24/06/2023	5,75	549300ZDNPE0178O3T39			
XS0974877150	BE	Glencore Finance Europe S.A.	30/09/2020	3,375	213800WHKNIC1JQQG433			
XS1051003538	BE	Glencore Finance Europe S.A.	1/04/2021	2,75	213800WHKNIC1JQQG433			
XS1110430193	BE	Glencore Finance Europe S.A.	18/01/2022	1,625	213800WHKNIC1JQQG433			
XS1202846819	BE	Glencore Finance Europe S.A.	17/03/2021	1,25	213800WHKNIC1JQQG433			
XS1489184900	BE	Glencore Finance Europe S.A.	13/09/2023	1,875	213800WHKNIC1JQQG433			
XS1387174375	DE	HeidelbergCement AG	30/03/2023	2,25	LZ2C6E0W5W7LQMX5ZI37			
XS1425274484	DE	HeidelbergCement AG	3/06/2024	2,25	LZ2C6E0W5W7LQMX5ZI37			
XS1529515584	DE	HeidelbergCement AG	7/02/2025	1,5	LZ2C6E0W5W7LQMX5ZI37			
DE000A0TKUU3	BE	HeidelbergCement Fin.Lux. S.A.	4/01/2018	5,625	529900RYHTCF5X9DD509			
XS0458685913	BE	HeidelbergCement Fin.Lux. S.A.	31/10/2019	8,5	529900RYHTCF5X9DD509			
XS0478803355	BE	HeidelbergCement Fin.Lux. S.A.	3/04/2020	7,5	529900RYHTCF5X9DD509			
XS0985874543	BE	HeidelbergCement Fin.Lux. S.A.	21/10/2020	3,25	529900RYHTCF5X9DD509			
XS1002933072	BE	HeidelbergCement Fin.Lux. S.A.	21/10/2021	3,25	529900RYHTCF5X9DD509			
XS1044496203	BE	HeidelbergCement Fin.Lux. S.A.	12/03/2019	2,25	529900RYHTCF5X9DD509			
XS1549372420	BE	HeidelbergCement Fin.Lux. S.A.	18/01/2021	0,5	529900RYHTCF5X9DD509			
XS1589806907	BE	HeidelbergCement Fin.Lux. S.A.	7/04/2026	1,625	529900RYHTCF5X9DD509			
XS1629387462	BE	HeidelbergCement Fin.Lux. S.A.	14/06/2027	1,5	529900RYHTCF5X9DD509			
XS0911691003	BE	Heineken N.V.	6/04/2021	2	724500K5PTPSST86UQ23			
XS1288852939	BE	Heineken N.V.	10/09/2021	1,25	724500K5PTPSST86UQ23			
XS1310154536	BE	Heineken N.V.	23/10/2023	1,7	724500K5PTPSST86UQ23			
XS1330434389	BE	Heineken N.V.	7/12/2024	1,5	724500K5PTPSST86UQ23			
XS1401174633	BE	Heineken N.V.	4/05/2026	1	724500K5PTPSST86UQ23			
XS1527192485	BE	Heineken N.V.	29/01/2027	1,375	724500K5PTPSST86UQ23			
XS1611855237	BE	Heineken N.V.	12/05/2032	2,02	724500K5PTPSST86UQ23			
XS1611167856	DE	Hella Finance International BV	17/05/2024	1	529900PLX4ADJFWIY024			
XS0875513268	DE	Hella KGaA Hueck & Co.	24/01/2020	2,375	529900PLX4ADJFWIY024			
XS1040041649	DE	Hella KGaA Hueck & Co.	7/09/2017	1,25	529900PLX4ADJFWIY024			
XS1488370740	DE	Henkel AG & Co. KGaA	13/09/2018	0	549300VZCL1HTH4O4Y49			
XS1488418960	DE	Henkel AG & Co. KGaA	13/09/2021	0	549300VZCL1HTH4O4Y49			
XS0471071133	IT	Hera S.p.A.	3/12/2019	4,5	8156009414FD99443B48			
XS0880764435	IT	Hera S.p.A.	29/01/2028	5,2	8156009414FD99443B48			
XS0976307040	IT	Hera S.p.A.	4/10/2021	3,25	8156009414FD99443B48			
XS1084043451	IT	Hera S.p.A.	4/07/2024	2,375	8156009414FD99443B48			
XS1504194173	IT	Hera S.p.A.	14/10/2026	0,875	8156009414FD99443B48			
XS1420337633	BE	Holcim Finance (Luxembg) S.A.	26/05/2023	1,375	529900XU3Z9D2HLBR716			
XS1420338102	BE	Holcim Finance (Luxembg) S.A.	26/05/2028	2,25	529900XU3Z9D2HLBR716			
XS0825829590	BE	Holcim U.S.Fin.SARL & Cie SCS	7/09/2020	2,625	529900CXLAPDSXWXLL07			
XS0271758301	FR	Holding d'Infrastr. de Transp.	27/10/2021	4,875	9695004S3RCE0Q5V8G28			
XS0494868630	ES	Iberdrola Finanzas S.A.U.	23/03/2020	4,125	5493004PZNZWWBOUV388			
XS1527758145	ES	Iberdrola Finanzas S.A.U.	7/03/2024	1	5493004PZNZWWBOUV388			
XS1575444622	ES	Iberdrola Finanzas S.A.U.	7/03/2025	1	5493004PZNZWWBOUV388			
XS0879869187	ES	Iberdrola International B.V.	1/02/2021	3,5	549300ZMLFJKWC63XN87			
XS0940711947	ES	Iberdrola International B.V.	11/11/2020	2,875	549300ZMLFJKWC63XN87			
XS0990109240	ES	Iberdrola International B.V.	31/01/2022	3	549300ZMLFJKWC63XN87			
XS1057055060	ES	Iberdrola International B.V.	24/10/2022	2,5	549300ZMLFJKWC63XN87			
XS1116408235	ES	Iberdrola International B.V.	8/10/2024	1,875	549300ZMLFJKWC63XN87			
XS1171541813	ES	Iberdrola International B.V.	27/01/2023	1,125	549300ZMLFJKWC63XN87			
XS1291004270	ES	Iberdrola International B.V.	17/09/2023	1,75	549300ZMLFJKWC63XN87			
XS1398476793	ES	Iberdrola International B.V.	21/04/2026	1,125	549300ZMLFJKWC63XN87			
XS1433521884	ES	Iberdrola International B.V.	16/06/2018	0,023	549300ZMLFJKWC63XN87			
XS1490726590	ES	Iberdrola International B.V.	15/09/2025	0,375	549300ZMLFJKWC63XN87			
XS1191115366	DE	Infineon Technologies AG	10/09/2018	1	TSI2PJM6EPETEQ4X1U25			
XS1191116174	DE	Infineon Technologies AG	10/03/2022	1,5	TSI2PJM6EPETEQ4X1U25			
BE0002448232	BE	Infrax CVBA	30/10/2023	3,75	549300WSQWO0M3PK2J78			
BE0002478536	BE	Infrax CVBA	29/10/2029	2,625	549300WSQWO0M3PK2J78			
XS0172851650	DE	innogy Finance B.V.	23/07/2018	5,125	5299005PIU82TA2PW123			
XS0399647675	DE	innogy Finance B.V.	31/01/2019	6,625	5299005PIU82TA2PW123			
XS0412842857	DE	innogy Finance B.V.	10/08/2021	6,5	549300TG53AWJ719M814			
XS0878010718	DE	innogy Finance B.V.	30/01/2020	1,875	5299005PIU82TA2PW123			
XS0982019126	DE	innogy Finance B.V.	17/01/2024	3	549300TG53AWJ719M814			
XS1595704872	DE	innogy Finance B.V.	13/04/2025	1	549300TG53AWJ719M814			
XS1314238459	IT	Iren S.p.A.	2/11/2022	2,75	8156001EBD33FD474E60			
XS1511781467	IT	Iren S.p.A.	4/11/2024	0,875	8156001EBD33FD474E60			
XS1551917245	IT	Italgas S.P.A.	19/01/2022	0,5	815600F25FF44EF1FA76			
XS1551917591	IT	Italgas S.P.A.	19/01/2027	1,625	815600F25FF44EF1FA76			
XS1578294081	IT	Italgas S.P.A.	14/03/2024	1,125	815600F25FF44EF1FA76			
DE000A1Z0TA4	BE	JAB Holdings B.V.	30/04/2025	1,625	529900RRNKUM3INJGF98			
DE000A1Z6C06	BE	JAB Holdings B.V.	16/09/2022	2,125	529900RRNKUM3INJGF98			
DE000A1ZSAF4	BE	JAB Holdings B.V.	24/11/2021	1,5	529900RRNKUM3INJGF98			
DE000A19HCW0	BE	JAB Holdings B.V.	22/05/2024	1,25	529900RRNKUM3INJGF98			
DE000A19HCX8	BE	JAB Holdings B.V.	18/05/2028	2	529900RRNKUM3INJGF98			
DE000A181034	BE	JAB Holdings B.V.	25/05/2023	1,75	529900RRNKUM3INJGF98			
AT0000A0X913	FI	KELAG-Kärntner Elektrizitäts- Aktiengesellschaft	24/10/2022	3,25	529900A9NX1TM65N4176			
FR0011236983	FR	Kering S.A.	23/04/2019	3,125	549300VGEJKB7SVUZR78			
FR0011535764	FR	Kering S.A.	15/07/2020	2,5	549300VGEJKB7SVUZR78			
FR0011584929	FR	Kering S.A.	8/10/2018	1,875	549300VGEJKB7SVUZR78			
FR0012648244	FR	Kering S.A.	28/03/2022	0,875	549300VGEJKB7SVUZR78			
FR0013165677	FR	Kering S.A.	10/05/2026	1,25	549300VGEJKB7SVUZR78			
FR0013248721	FR	Kering S.A.	5/04/2027	1,5	549300VGEJKB7SVUZR78			
XS1288849471	FI	Kerry Group Financial Services	10/09/2025	2,375	635400SE9OHFJ8SLDG45			
XS0896119384	FR	Klepierre	26/02/2021	3,25	969500PB4U31KEFHZ621			
XS1531060025	DE	Knorr-Bremse AG	8/12/2021	0,5	5299001GRRO0Z25YZT52			
XS0993228294	BE	Koninklijke DSM NV	13/11/2019	1,75	724500SNT1MK246AHP04			
XS1041772986	BE	Koninklijke DSM NV	3/04/2024	2,375	724500SNT1MK246AHP04			
XS1215181980	BE	Koninklijke DSM NV	9/04/2025	1	724500SNT1MK246AHP04			
XS1293087703	BE	Koninklijke DSM NV	26/09/2022	1,375	724500SNT1MK246AHP04			
XS1495373505	BE	Koninklijke DSM NV	28/09/2026	0,75	724500SNT1MK246AHP04			
XS0811124790	BE	Koninklijke KPN NV	1/02/2021	3,25	549300YO0JZHAL7FVP81			
XS1485532896	BE	Koninklijke KPN NV	9/04/2025	0,625	549300YO0JZHAL7FVP81			
XS1485533431	BE	Koninklijke KPN NV	11/09/2028	1,125	549300YO0JZHAL7FVP81			
FR0000476087	FR	La Poste	26/06/2023	4,375	9695000YG7TR7PAP0L59			
FR0010586081	FR	La Poste	27/02/2018	4,5	9695000YG7TR7PAP0L59			
XS1554456613	DE	LEG Immobilien AG	23/01/2024	1,25	391200SO40AKONBO0Z96			
FR0013073277	FR	Legrand S.A.	16/12/2027	1,875	969500XXRPGD7HCAFA90			
XS1586337872	FI	Liberty Mutual Fin.Europe DAC	27/03/2024	1,75	254900GTNATA5DHR0920			
DE000A1R07P5	DE	Linde AG	18/04/2023	2	5H8RMHHYTWIP1RKLCE38			
XS0828235225	DE	Linde AG	17/09/2020	1,75	5H8RMHHYTWIP1RKLCE38			
XS0632659933	DE	Linde Finance B.V.	1/06/2021	3,875	5H8RMHHYTWIP1RKLCE38			
XS0718526790	DE	Linde Finance B.V.	12/12/2018	3,125	5H8RMHHYTWIP1RKLCE38			
XS0790015548	DE	Linde Finance B.V.	11/06/2019	1,75	5H8RMHHYTWIP1RKLCE38			
XS1069836077	DE	Linde Finance B.V.	22/05/2024	1,875	5H8RMHHYTWIP1RKLCE38			
XS1397134609	DE	Linde Finance B.V.	20/04/2028	1	5H8RMHHYTWIP1RKLCE38			
XS1518704900	DE	Linde Finance B.V.	18/01/2022	0,25	5H8RMHHYTWIP1RKLCE38			
XS0997829519	IT	Linea Group Holding S.p.A.	28/11/2018	3,875	815600236A6B5AE5B406			
XS1030851791	IT	Luxottica Group S.p.A.	10/02/2024	2,625	549300M3VH1A3ER1TB49			
FR0011033232	FR	LVMH Moët Henn. L. Vuitton SE	6/04/2018	4	IOG4E947OATN0KJYSD45			
FR0011485051	FR	LVMH Moët Henn. L. Vuitton SE	4/11/2019	1,25	IOG4E947OATN0KJYSD45			
FR0011625441	FR	LVMH Moët Henn. L. Vuitton SE	13/11/2020	1,75	IOG4E947OATN0KJYSD45			
FR0012173706	FR	LVMH Moët Henn. L. Vuitton SE	24/09/2021	1	IOG4E947OATN0KJYSD45			
FR0013257599	FR	LVMH Moët Henn. L. Vuitton SE	26/11/2018	0	IOG4E947OATN0KJYSD45			
FR0013257607	FR	LVMH Moët Henn. L. Vuitton SE	26/05/2020	0	IOG4E947OATN0KJYSD45			
FR0013257615	FR	LVMH Moët Henn. L. Vuitton SE	26/05/2022	0,375	IOG4E947OATN0KJYSD45			
FR0013257623	FR	LVMH Moët Henn. L. Vuitton SE	26/05/2024	0,75	IOG4E947OATN0KJYSD45			
XS1596739364	ES	Madrileña Red de Gas Fin. B.V.	11/04/2025	1,375	724500Y39V09ZC6XB836			
XS1596740453	ES	Madrileña Red de Gas Fin. B.V.	11/04/2029	2,25	724500Y39V09ZC6XB836			
ES0224244071	ES	Mapfre SA	19/05/2026	1,625	95980020140005693107			
XS0497186758	DE	Merck Financial Services GmbH	24/03/2020	4,5	549300OELEN3ZS5RB682			
XS1284570626	DE	Merck Financial Services GmbH	1/09/2022	1,375	549300OELEN3ZS5RB682			
XS1284576581	DE	Merck Financial Services GmbH	2/09/2019	0,75	549300OELEN3ZS5RB682			
XS1398336351	ES	Merlin Properties SOCIMI S.A.	25/04/2023	2,225	959800L8KD863DP30X04			
XS1512827095	ES	Merlin Properties SOCIMI S.A.	2/11/2026	1,875	959800L8KD863DP30X04			
XS1619643015	ES	Merlin Properties SOCIMI S.A.	26/05/2025	1,75	959800L8KD863DP30X04			
XS0863116231	DE	METRO Finance B.V.	11/05/2018	2,25	5299006EQ03K3SSUYS12			
XS1626574708	FI	Metso Corp.	13/06/2024	1,125	549300R0VN9C371W0E07			
XS0794392588	BE	Michelin Luxembourg SCS	20/06/2019	2,75	549300YKF3I810UKD012			
XS1233732194	BE	Michelin Luxembourg SCS	28/05/2022	1,125	549300YKF3I810UKD012			
XS1233734562	BE	Michelin Luxembourg SCS	28/05/2027	1,75	549300YKF3I810UKD012			
XS0257884436	BE	N.V. Nederlandse Gasunie	20/06/2021	4,5	724500MQFZSYSBC5H178			
XS0690606172	BE	N.V. Nederlandse Gasunie	13/10/2021	3,625	724500MQFZSYSBC5H178			
XS0804217536	BE	N.V. Nederlandse Gasunie	13/07/2022	2,625	724500MQFZSYSBC5H178			
XS1409382030	BE	N.V. Nederlandse Gasunie	11/05/2026	1	724500MQFZSYSBC5H178			
XS1520713022	BE	N.V. Nederlandse Gasunie	18/11/2019	0	724500MQFZSYSBC5H178			
XS0805500062	BE	Nestlé Finance Intl Ltd.	19/07/2019	1,5	0KLLMNHINTFDRMU6DI05			
XS0826531120	BE	Nestlé Finance Intl Ltd.	12/09/2022	1,75	0KLLMNHINTFDRMU6DI05			
XS0925668625	BE	Nestlé Finance Intl Ltd.	4/05/2020	1,25	0KLLMNHINTFDRMU6DI05			
XS0969795680	BE	Nestlé Finance Intl Ltd.	10/09/2021	2,125	0KLLMNHINTFDRMU6DI05			
XS1132789949	BE	Nestlé Finance Intl Ltd.	8/11/2021	0,75	0KLLMNHINTFDRMU6DI05			
XS1319652902	BE	Nestlé Finance Intl Ltd.	16/05/2023	0,75	0KLLMNHINTFDRMU6DI05			
XS1204254715	BE	NN Group NV	18/03/2022	1	724500OHYNDT9OY6Q215			
XS1550988569	BE	NN Group NV	13/01/2023	0,875	724500OHYNDT9OY6Q215			
XS1623355374	BE	NN Group NV	1/06/2020	0,25	724500OHYNDT9OY6Q215			
XS1623355457	BE	NN Group NV	1/06/2027	1,625	724500OHYNDT9OY6Q215			
XS1134729794	BE	Novartis Finance S.A.	9/11/2026	1,625	549300J537IQK62XT333			
XS1134758116	BE	Novartis Finance S.A.	9/11/2021	0,75	549300J537IQK62XT333			
XS1492825051	BE	Novartis Finance S.A.	20/09/2023	0,125	549300J537IQK62XT333			
XS1492825481	BE	Novartis Finance S.A.	20/09/2028	0,625	549300J537IQK62XT333			
XS1584884347	BE	Novartis Finance S.A.	31/03/2021	0	549300J537IQK62XT333			
XS1585010074	BE	Novartis Finance S.A.	30/09/2027	1,125	549300J537IQK62XT333			
XS0912992160	DE	O2 Telefónica Dtld. Finanzier.	22/11/2018	1,875	391200FDN4TJLX3JE169			
XS1025752293	DE	O2 Telefónica Dtld. Finanzier.	10/02/2021	2,375	391200FDN4TJLX3JE169			
FR0000471930	FR	Orange S.A.	28/01/2033	8,125	969500MCOONR8990S771			
XS0365094811	FR	Orange S.A.	22/05/2018	5,625	969500MCOONR8990S771			
XS1408317433	FR	Orange S.A.	12/05/2025	1	969500MCOONR8990S771			
XS1418632748	BE	Paccar Financial Europe B.V.	24/05/2019	0,125	Q47A62EK6GMSID3Y8C39			
XS1615067615	BE	Paccar Financial Europe B.V.	19/05/2020	0,125	Q47A62EK6GMSID3Y8C39			
XS1489391109	FI	PartnerRe Ireland Finance DAC	15/09/2026	1,25	54930031Y2QTHTYUHU14			
FR0011798115	FR	Pernod-Ricard S.A.	22/06/2020	2	52990097YFPX9J0H5D87			
FR0012173862	FR	Pernod-Ricard S.A.	27/09/2024	2,125	52990097YFPX9J0H5D87			
FR0012968931	FR	Pernod-Ricard S.A.	28/09/2023	1,875	52990097YFPX9J0H5D87			
FR0013172939	FR	Pernod-Ricard S.A.	18/05/2026	1,5	52990097YFPX9J0H5D87			
XS1028951777	BE	Petrol d.d., Ljubljana	24/06/2019	3,25	549300CAAOUTT4QDOZ16			
XS0944435121	IT	Poste Italiane S.p.A.	18/06/2018	3,25	815600354DEDBD0BA991			
NL0006133175	BE	PostNL NV	14/11/2017	5,375	724500Q41FHN0P1GPC53			
FR0012384634	FR	Publicis Groupe S.A.	16/12/2021	1,125	2138004KW8BV57III342			
FR0012384667	FR	Publicis Groupe S.A.	16/12/2024	1,625	2138004KW8BV57III342			
FR0013217346	FR	Publicis Groupe S.A.	3/11/2023	0,5	2138004KW8BV57III342			
XS0591586788	ES	Red Eléctrica Financ. S.A.U.	16/02/2018	4,75	9598006P00EGK6U2SG18			
XS0619706657	ES	Red Eléctrica Financ. S.A.U.	29/04/2020	4,875	9598006P00EGK6U2SG18			
XS0876289652	ES	Red Eléctrica Financ. S.A.U.	25/01/2022	3,875	9598006P00EGK6U2SG18			
XS0935803386	ES	Red Eléctrica Financ. S.A.U.	31/05/2019	2,375	9598006P00EGK6U2SG18			
XS1079698376	ES	Red Eléctrica Financ. S.A.U.	1/07/2023	2,125	9598006P00EGK6U2SG18			
XS1219462543	ES	Red Eléctrica Financ. S.A.U.	24/04/2025	1,125	9598006P00EGK6U2SG18			
XS1395060491	ES	Red Eléctrica Financ. S.A.U.	21/04/2026	1	9598006P00EGK6U2SG18			
XS1633929929	ES	Red Eléctrica Financ. S.A.U.	21/04/2026	1	9598006P00EGK6U2SG18			
XS1050547931	ES	Redexis Gas Finance B.V.	8/04/2021	2,75	724500XI19XTPCL36320			
XS1223842847	ES	Redexis Gas Finance B.V.	27/04/2027	1,875	724500XI19XTPCL36320			
FR0013183431	FR	Regie Autonome des Transports Parisiens	15/06/2024	0,375	969500K59E47ULNCAQ69			
XS1384281090	BE	RELX Finance B.V.	12/05/2026	1,375	54930086P8MBY4IN4E29			
XS1576837725	BE	RELX Finance B.V.	22/03/2021	0,375	54930086P8MBY4IN4E29			
XS1576838376	BE	RELX Finance B.V.	22/03/2024	1	54930086P8MBY4IN4E29			
XS0982774399	BE	REN Finance B.V.	16/10/2020	4,75	54930019D5P01WQQZF17			
XS1189286286	BE	REN Finance B.V.	12/02/2025	2,5	54930019D5P01WQQZF17			
XS1423826798	BE	REN Finance B.V.	1/06/2023	1,75	54930019D5P01WQQZF17			
XS0733696495	ES	Repsol Intl Finance B.V.	19/02/2019	4,875	5493002YCY6HTK0OUR29			
XS0831370613	ES	Repsol Intl Finance B.V.	20/02/2018	4,375	5493002YCY6HTK0OUR29			
XS0933604943	ES	Repsol Intl Finance B.V.	28/05/2020	2,625	5493002YCY6HTK0OUR29			
